review_id,review_date,card_id,jlpt_level,review_stage,response_seconds,is_correct
229,2026-01-04,99306,N4,mature,13,1
230,2026-01-04,60144,N3,young,28,1
231,2026-01-04,58688,N3,young,14,1
232,2026-01-04,38788,N3,young,28,0
233,2026-01-04,86080,N4,learning,26,1
234,2026-01-04,56019,N5,young,4,0
235,2026-01-04,68316,N3,young,19,1
236,2026-01-04,79382,N2,mature,2,1
237,2026-01-04,76812,N3,young,9,1
238,2026-01-04,19330,N3,new,19,1
239,2026-01-04,94336,N3,young,20,0
240,2026-01-04,93235,N3,learning,24,1
241,2026-01-04,54757,N2,mature,15,1
242,2026-01-04,93929,N4,mature,16,1
243,2026-01-04,23029,N4,learning,19,1
244,2026-01-04,69244,N3,young,28,1
245,2026-01-04,14176,N2,young,23,1
246,2026-01-05,26629,N4,mature,3,1
247,2026-01-05,16159,N2,young,16,0
248,2026-01-05,62284,N4,new,28,1
249,2026-01-05,74871,N3,young,8,1
250,2026-01-05,43475,N5,learning,28,0
251,2026-01-05,40870,N4,mature,22,1
252,2026-01-05,95553,N3,mature,21,1
253,2026-01-05,17592,N5,new,26,1
254,2026-01-05,90009,N3,mature,23,0
255,2026-01-05,92601,N5,young,10,1
256,2026-01-05,93705,N2,learning,26,0
257,2026-01-05,73362,N3,young,4,0
258,2026-01-05,55425,N3,young,7,1
259,2026-01-05,13268,N3,learning,19,1
260,2026-01-05,35267,N2,mature,2,1
261,2026-01-05,93301,N5,young,18,1
262,2026-01-05,84545,N5,learning,3,1
263,2026-01-05,60224,N2,learning,14,0
264,2026-01-05,82068,N4,mature,14,1
265,2026-01-05,96958,N4,young,9,1
266,2026-01-05,49413,N3,learning,14,0
267,2026-01-05,25162,N4,learning,3,1
268,2026-01-05,69535,N2,new,22,1
269,2026-01-05,91075,N2,young,7,1
270,2026-01-05,17859,N4,learning,16,1
271,2026-01-05,43713,N3,young,17,1
272,2026-01-05,16093,N2,young,25,1
273,2026-01-05,55199,N5,new,26,1
274,2026-01-05,66172,N3,mature,25,1
275,2026-01-05,57796,N3,young,16,1
276,2026-01-05,39480,N2,mature,14,1
277,2026-01-05,87210,N2,young,26,1
278,2026-01-05,89063,N4,young,4,1
279,2026-01-05,91001,N5,young,24,1
280,2026-01-05,73318,N2,learning,18,1
281,2026-01-05,31264,N3,young,8,1
282,2026-01-05,38050,N3,learning,8,1
283,2026-01-05,81377,N4,learning,7,1
284,2026-01-05,13074,N3,new,6,1
285,2026-01-05,44326,N2,young,16,1
286,2026-01-05,66907,N2,mature,27,1
287,2026-01-05,37632,N3,mature,18,1
288,2026-01-05,28489,N5,young,28,0
289,2026-01-05,55738,N4,learning,18,1
290,2026-01-05,60893,N3,mature,9,1
291,2026-01-05,16937,N2,young,27,0
292,2026-01-05,93527,N2,young,22,1
293,2026-01-05,66261,N2,young,24,1
294,2026-01-05,12712,N4,young,11,1
295,2026-01-05,51754,N2,new,23,0
296,2026-01-05,22157,N3,young,5,1
297,2026-01-05,23854,N4,young,2,1
298,2026-01-05,96442,N2,mature,16,0
299,2026-01-05,58162,N2,mature,6,1
300,2026-01-05,36473,N4,young,28,1
301,2026-01-05,10861,N4,new,14,1
302,2026-01-05,64943,N3,young,25,1
303,2026-01-05,40831,N4,young,13,1
304,2026-01-05,84615,N2,young,12,1
305,2026-01-05,54930,N3,mature,7,1
306,2026-01-05,86407,N3,young,28,1
307,2026-01-05,38980,N3,mature,23,1
308,2026-01-05,60560,N3,young,3,1
309,2026-01-05,42657,N4,mature,23,1
310,2026-01-05,98650,N2,learning,25,1
311,2026-01-05,18096,N3,mature,23,1
312,2026-01-05,94427,N3,new,26,1
313,2026-01-05,97481,N3,young,22,1
314,2026-01-05,50233,N4,new,17,0
315,2026-01-05,64862,N4,mature,4,1
316,2026-01-05,89775,N3,mature,24,1
317,2026-01-05,40160,N3,mature,27,1
318,2026-01-05,26476,N2,learning,26,0
319,2026-01-05,12268,N2,mature,15,1
320,2026-01-05,52062,N3,young,25,1
321,2026-01-05,35298,N3,new,2,0
322,2026-01-05,20990,N3,new,22,1
323,2026-01-05,84373,N4,learning,8,1
324,2026-01-05,78459,N4,young,17,1
325,2026-01-05,42614,N3,mature,11,1
326,2026-01-05,22333,N4,mature,24,1
327,2026-01-05,80356,N3,learning,17,1
328,2026-01-05,47493,N4,young,17,1
329,2026-01-05,61228,N3,learning,18,1
330,2026-01-05,89172,N4,young,25,0
331,2026-01-05,23663,N4,mature,15,1
332,2026-01-05,82939,N3,young,11,1
333,2026-01-05,28331,N3,learning,16,1
334,2026-01-05,34542,N4,learning,12,1
335,2026-01-05,83452,N4,mature,16,1
336,2026-01-05,43568,N3,learning,27,1
337,2026-01-05,43070,N3,mature,10,0
338,2026-01-05,33868,N3,young,26,1
339,2026-01-05,77638,N3,young,27,1
340,2026-01-05,33328,N2,young,4,1
341,2026-01-05,58701,N5,learning,24,1
342,2026-01-05,44150,N3,learning,22,1
343,2026-01-06,67622,N5,new,10,1
344,2026-01-06,73530,N3,mature,15,1
345,2026-01-06,25077,N3,young,9,1
346,2026-01-06,67109,N4,learning,3,1
347,2026-01-06,89514,N2,learning,11,1
348,2026-01-06,26717,N3,mature,10,1
349,2026-01-06,80920,N4,mature,19,1
350,2026-01-06,57787,N2,mature,27,1
351,2026-01-06,56248,N4,young,11,1
352,2026-01-06,94506,N2,learning,26,1
353,2026-01-06,48391,N4,mature,23,1
354,2026-01-06,96567,N2,young,23,0
355,2026-01-06,76380,N3,mature,28,1
356,2026-01-06,42820,N2,young,11,1
357,2026-01-06,22982,N2,new,6,1
358,2026-01-06,74204,N5,mature,24,1
359,2026-01-06,54315,N4,young,8,1
360,2026-01-06,22597,N3,mature,23,1
361,2026-01-06,43083,N4,young,2,0
362,2026-01-06,80498,N5,learning,21,1
363,2026-01-06,62737,N4,young,10,1
364,2026-01-06,52702,N3,mature,19,1
365,2026-01-06,42126,N5,mature,16,1
366,2026-01-06,93880,N4,mature,12,1
367,2026-01-06,32098,N2,young,9,1
368,2026-01-06,64270,N3,young,3,0
369,2026-01-06,81270,N3,young,2,1
370,2026-01-06,82313,N4,young,18,1
371,2026-01-06,53539,N3,new,8,1
372,2026-01-06,78667,N4,mature,25,1
373,2026-01-06,92196,N4,mature,6,1
374,2026-01-06,69546,N2,learning,4,1
375,2026-01-06,65587,N2,new,20,0
376,2026-01-06,87374,N2,learning,16,1
377,2026-01-06,58008,N3,learning,10,1
378,2026-01-06,85816,N2,mature,19,1
379,2026-01-06,26631,N5,mature,16,1
380,2026-01-06,87902,N3,learning,11,0
381,2026-01-06,63595,N2,mature,8,1
382,2026-01-06,86513,N2,learning,7,0
383,2026-01-06,93465,N3,young,28,1
384,2026-01-06,52441,N3,learning,13,1
385,2026-01-06,40107,N5,learning,9,1
386,2026-01-06,69708,N2,young,6,0
387,2026-01-06,95825,N3,learning,8,1
388,2026-01-06,66973,N2,learning,4,1
389,2026-01-06,82756,N5,young,17,1
390,2026-01-06,86941,N5,young,15,1
391,2026-01-06,17484,N3,young,27,0
392,2026-01-06,49014,N2,mature,4,1
393,2026-01-06,30555,N3,young,22,1
394,2026-01-06,76587,N3,mature,21,1
395,2026-01-06,44505,N3,learning,19,1
396,2026-01-06,25858,N5,mature,17,1
397,2026-01-06,77644,N3,young,11,1
398,2026-01-06,15626,N3,young,28,1
399,2026-01-06,82433,N2,young,26,1
400,2026-01-06,12899,N3,mature,17,1
401,2026-01-06,83065,N2,mature,22,1
402,2026-01-06,20529,N3,mature,20,1
403,2026-01-06,96192,N4,learning,23,0
404,2026-01-06,96192,N3,mature,21,1
405,2026-01-06,58969,N4,mature,22,1
406,2026-01-06,45197,N5,mature,15,1
407,2026-01-06,54493,N3,new,24,1
408,2026-01-06,59830,N4,mature,6,1
409,2026-01-06,99596,N4,young,11,1
410,2026-01-06,55213,N3,new,5,1
411,2026-01-06,68782,N5,mature,6,1
412,2026-01-06,91460,N4,young,13,1
413,2026-01-06,30884,N3,young,28,1
414,2026-01-06,60638,N3,learning,9,0
415,2026-01-06,79655,N2,mature,8,1
416,2026-01-06,13881,N4,young,21,1
417,2026-01-06,64731,N2,new,9,1
418,2026-01-06,98453,N3,young,4,1
419,2026-01-07,98861,N2,learning,6,1
420,2026-01-07,83881,N5,mature,17,1
421,2026-01-07,66717,N3,learning,19,0
422,2026-01-07,72937,N2,mature,14,1
423,2026-01-07,55487,N3,mature,6,1
424,2026-01-07,60354,N3,young,19,1
425,2026-01-07,60399,N3,young,10,0
426,2026-01-07,96224,N3,young,14,1
427,2026-01-07,39381,N2,young,3,1
428,2026-01-07,63111,N4,young,22,1
429,2026-01-07,68290,N2,learning,21,1
430,2026-01-07,92139,N4,learning,18,1
431,2026-01-07,25501,N3,learning,24,1
432,2026-01-07,60546,N3,young,8,1
433,2026-01-07,53891,N3,young,22,1
434,2026-01-07,61629,N5,learning,22,1
435,2026-01-07,57706,N3,young,22,1
436,2026-01-07,33352,N4,learning,20,1
437,2026-01-07,94893,N4,learning,6,1
438,2026-01-07,70557,N3,young,25,1
439,2026-01-07,59470,N3,mature,16,1
440,2026-01-07,35385,N3,mature,14,1
441,2026-01-07,10331,N4,young,20,1
442,2026-01-07,43855,N3,young,9,1
443,2026-01-07,43147,N3,learning,21,1
444,2026-01-07,61175,N3,mature,24,0
445,2026-01-07,76275,N3,learning,15,1
446,2026-01-07,79002,N3,learning,23,1
447,2026-01-07,51469,N3,young,18,1
448,2026-01-07,91043,N3,learning,15,1
449,2026-01-07,68592,N4,new,28,1
450,2026-01-07,52111,N5,mature,8,1
451,2026-01-07,58563,N4,young,12,1
452,2026-01-07,92341,N3,new,27,1
453,2026-01-07,91418,N2,mature,13,1
454,2026-01-07,85133,N2,young,12,1
455,2026-01-07,32356,N2,learning,15,1
456,2026-01-07,41689,N4,young,16,1
457,2026-01-07,41689,N4,young,13,1
458,2026-01-07,40925,N4,learning,26,1
459,2026-01-07,32600,N4,young,8,1
460,2026-01-07,33740,N3,young,11,1
461,2026-01-07,23320,N2,new,26,1
462,2026-01-07,45388,N4,mature,26,1
463,2026-01-07,88240,N4,mature,6,1
464,2026-01-07,17170,N3,learning,6,1
465,2026-01-07,14364,N3,young,6,1
466,2026-01-07,10377,N5,mature,26,1
467,2026-01-07,48895,N3,learning,10,1
468,2026-01-07,33784,N4,young,22,0
469,2026-01-07,37270,N2,young,9,1
470,2026-01-07,62882,N3,new,22,1
471,2026-01-07,74922,N2,mature,3,1
472,2026-01-07,21552,N4,learning,10,1
473,2026-01-07,56006,N2,learning,5,1
474,2026-01-07,76497,N3,mature,13,1
475,2026-01-07,50893,N3,mature,19,1
476,2026-01-07,28574,N3,young,28,1
477,2026-01-07,71680,N4,learning,6,0
478,2026-01-07,57211,N4,mature,27,1
479,2026-01-07,20074,N4,mature,5,0
480,2026-01-07,57916,N3,new,22,1
481,2026-01-07,93172,N3,young,7,1
482,2026-01-07,59027,N5,young,15,1
483,2026-01-07,39552,N2,mature,9,1
484,2026-01-07,76731,N2,young,13,1
485,2026-01-07,82947,N5,mature,10,1
486,2026-01-07,48939,N3,mature,18,1
487,2026-01-08,57129,N5,young,17,1
488,2026-01-08,36534,N4,mature,18,1
489,2026-01-08,26485,N3,mature,14,1
490,2026-01-08,11316,N5,mature,11,1
491,2026-01-08,23446,N2,young,16,0
492,2026-01-08,61338,N5,young,13,1
493,2026-01-08,93077,N3,mature,25,1
494,2026-01-08,62023,N3,young,20,1
495,2026-01-08,27441,N2,mature,7,1
496,2026-01-08,41487,N4,new,2,1
497,2026-01-08,23767,N4,new,3,0
498,2026-01-08,23202,N2,young,25,0
499,2026-01-08,87559,N3,learning,4,0
500,2026-01-08,49481,N2,learning,24,1
501,2026-01-08,81773,N5,mature,14,1
502,2026-01-08,82584,N2,learning,15,0
503,2026-01-08,45332,N2,mature,2,1
504,2026-01-08,53238,N4,learning,11,1
505,2026-01-08,32388,N4,young,11,1
506,2026-01-08,17304,N4,mature,2,1
507,2026-01-08,89115,N4,young,7,1
508,2026-01-08,40906,N3,learning,12,1
509,2026-01-08,22567,N3,young,24,0
510,2026-01-08,89189,N4,mature,12,0
511,2026-01-08,63850,N4,mature,7,1
512,2026-01-08,46018,N2,mature,15,1
513,2026-01-08,80432,N2,learning,26,0
514,2026-01-08,70079,N2,mature,20,0
515,2026-01-08,46054,N4,new,2,1
516,2026-01-08,88304,N5,young,3,1
517,2026-01-08,17176,N2,learning,6,1
518,2026-01-08,53825,N4,learning,15,1
519,2026-01-08,74209,N3,young,25,0
520,2026-01-08,87031,N2,young,6,1
521,2026-01-08,84997,N2,mature,17,1
522,2026-01-08,33895,N2,learning,24,1
523,2026-01-08,46616,N2,learning,15,1
524,2026-01-08,31052,N4,learning,18,0
525,2026-01-08,20841,N4,mature,8,1
526,2026-01-08,31409,N2,learning,8,1
527,2026-01-09,13592,N3,young,26,1
528,2026-01-09,15553,N3,mature,25,1
529,2026-01-09,32514,N2,learning,11,1
530,2026-01-09,30295,N4,young,10,1
531,2026-01-09,78472,N3,mature,23,1
532,2026-01-09,39713,N3,young,24,1
533,2026-01-09,30482,N5,young,24,0
534,2026-01-09,70172,N3,learning,10,1
535,2026-01-09,82458,N2,mature,28,1
536,2026-01-09,37161,N2,mature,24,1
537,2026-01-09,57868,N3,mature,27,1
538,2026-01-09,89876,N3,mature,2,1
539,2026-01-09,45122,N2,young,12,1
540,2026-01-09,76685,N3,young,24,0
541,2026-01-09,26922,N4,mature,9,1
542,2026-01-09,10744,N3,learning,17,1
543,2026-01-09,83079,N3,mature,15,1
544,2026-01-09,61618,N4,mature,23,1
545,2026-01-09,55885,N3,young,7,1
546,2026-01-09,58068,N5,young,22,1
547,2026-01-09,59937,N3,young,20,1
548,2026-01-09,96584,N2,young,2,1
549,2026-01-09,99544,N4,learning,13,1
550,2026-01-09,92038,N3,mature,5,1
551,2026-01-09,58228,N3,new,13,0
552,2026-01-09,19398,N4,young,6,1
553,2026-01-09,94522,N3,young,18,1
554,2026-01-09,44774,N3,young,3,1
555,2026-01-09,14640,N3,young,9,1
556,2026-01-09,47887,N2,learning,28,0
557,2026-01-09,30431,N2,mature,2,1
558,2026-01-09,39480,N4,mature,6,0
559,2026-01-09,38921,N3,learning,11,0
560,2026-01-09,37230,N3,mature,17,1
561,2026-01-09,44929,N4,mature,8,1
562,2026-01-09,98581,N5,new,28,0
563,2026-01-09,13953,N3,mature,21,0
564,2026-01-09,20227,N3,learning,25,0
565,2026-01-10,62671,N2,learning,10,1
566,2026-01-10,18092,N4,young,15,1
567,2026-01-10,46937,N3,young,7,1
568,2026-01-10,14851,N3,mature,16,0
569,2026-01-10,20398,N3,young,25,1
570,2026-01-10,27721,N5,new,11,0
571,2026-01-10,11214,N2,young,13,1
572,2026-01-10,23734,N3,mature,5,1
573,2026-01-10,95578,N3,mature,2,1
574,2026-01-10,17162,N4,new,23,0
575,2026-01-10,35210,N3,young,24,1
576,2026-01-10,84713,N2,learning,7,0
577,2026-01-10,12133,N4,young,24,0
578,2026-01-10,21219,N4,mature,6,1
579,2026-01-10,45978,N3,mature,23,0
580,2026-01-10,58558,N5,mature,27,1
581,2026-01-10,77313,N5,mature,16,1
582,2026-01-10,66446,N5,young,16,0
583,2026-01-10,25206,N3,learning,10,1
584,2026-01-10,62840,N4,new,2,1
585,2026-01-10,70008,N4,mature,17,1
586,2026-01-10,40190,N4,young,19,1
587,2026-01-10,25398,N4,young,4,0
588,2026-01-10,71719,N3,mature,5,1
589,2026-01-10,44504,N2,young,5,1
590,2026-01-10,52679,N4,mature,2,1
591,2026-01-10,34480,N2,mature,12,1
592,2026-01-10,75113,N4,mature,8,1
593,2026-01-10,67502,N5,learning,6,1
594,2026-01-10,50131,N5,young,12,1
595,2026-01-10,12621,N3,young,19,1
596,2026-01-10,89915,N3,new,15,0
597,2026-01-10,40177,N4,mature,28,1
598,2026-01-10,86325,N5,mature,25,1
599,2026-01-10,87434,N3,mature,5,0
600,2026-01-10,17722,N3,learning,2,0
601,2026-01-10,31592,N3,young,28,1
602,2026-01-10,24496,N3,mature,27,1
603,2026-01-10,94264,N3,mature,7,1
604,2026-01-10,20076,N3,mature,12,1
605,2026-01-10,29663,N2,learning,27,1
606,2026-01-10,53355,N3,learning,28,1
607,2026-01-10,32768,N3,learning,17,1
608,2026-01-10,88016,N2,young,14,0
609,2026-01-10,20880,N2,young,3,1
610,2026-01-10,93957,N2,learning,25,1
611,2026-01-10,45532,N2,learning,8,1
612,2026-01-10,90940,N3,young,18,1
613,2026-01-10,18735,N3,young,2,1
614,2026-01-10,42957,N3,mature,3,1
615,2026-01-10,20911,N2,young,24,1
616,2026-01-10,22725,N2,learning,13,1
617,2026-01-10,98058,N4,young,9,1
618,2026-01-10,60774,N3,mature,22,1
619,2026-01-10,29795,N5,mature,20,1
620,2026-01-11,59985,N3,mature,22,1
621,2026-01-11,83695,N3,mature,15,0
622,2026-01-11,21460,N3,learning,2,1
623,2026-01-11,13534,N5,learning,25,1
624,2026-01-11,72591,N3,mature,14,1
625,2026-01-11,79288,N4,young,15,1
626,2026-01-11,86443,N2,learning,21,1
627,2026-01-11,63005,N4,young,22,0
628,2026-01-11,54612,N3,mature,13,1
629,2026-01-11,54532,N3,young,28,0
630,2026-01-11,38588,N3,new,3,1
631,2026-01-11,87403,N3,young,26,1
632,2026-01-11,58597,N5,mature,15,1
633,2026-01-11,85223,N4,new,25,1
634,2026-01-11,37680,N5,learning,15,1
635,2026-01-11,33600,N5,new,21,1
636,2026-01-11,15545,N2,young,16,1
637,2026-01-11,76159,N3,mature,5,1
638,2026-01-11,80333,N2,young,8,1
639,2026-01-11,41065,N3,young,6,1
640,2026-01-11,83857,N5,young,28,0
641,2026-01-11,72683,N5,learning,15,1
642,2026-01-11,97540,N3,mature,27,1
643,2026-01-11,94107,N4,young,8,1
644,2026-01-11,56453,N4,mature,22,1
645,2026-01-11,91368,N2,mature,12,1
646,2026-01-11,61598,N3,mature,3,1
